# JeLLFysh - a Python application for all-atom event-chain Monte Carlo - https://github.com/jellyfysh
# Copyright (C) 2019, 2022 The JeLLyFysh organization
# (See the AUTHORS.md file for the full list of authors.)
#
# This file is part of JeLLyFysh.
#
# JeLLyFysh is free software: you can redistribute it and/or modify it under the terms of the GNU General Public
# License as published by the Free Software Foundation, either version 3 of the License, or (at your option) any later
# version.
#
# JeLLyFysh is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied
# warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License for more details.
#
# You should have received a copy of the GNU General Public License along with JeLLyFysh in the LICENSE file.
# If not, see <https://www.gnu.org/licenses/>.
#
# If you use JeLLyFysh in published work, please cite the following reference (see [Hoellmer2020] in References.bib):
# Philipp Hoellmer, Liang Qin, Michael F. Faulkner, A. C. Maggs, and Werner Krauth,
# JeLLyFysh-Version1.0 -- a Python application for all-atom event-chain Monte Carlo,
# Computer Physics Communications, Volume 253, 107168 (2020), https://doi.org/10.1016/j.cpc.2020.107168.
#
-34.96503496503497	0.0
-34.89510489510489	0.0
-34.82517482517483	0.0
-34.75524475524476	0.0
-34.68531468531469	0.0
-34.61538461538461	0.0
-34.54545454545455	0.0
-34.47552447552448	0.0
-34.40559440559441	0.0
-34.33566433566433	0.0
-34.26573426573427	0.0
-34.1958041958042	0.0
-34.12587412587413	0.0
-34.05594405594405	0.0
-33.98601398601399	0.0
-33.91608391608392	0.0
-33.84615384615385	0.0
-33.77622377622377	0.0
-33.70629370629371	0.0
-33.63636363636364	0.0
-33.56643356643357	0.0
-33.49650349650349	0.0
-33.42657342657343	0.0
-33.35664335664336	0.0
-33.28671328671329	0.0
-33.21678321678321	0.0
-33.14685314685315	0.0
-33.07692307692308	0.0
-33.00699300699301	0.0
-32.93706293706293	0.0
-32.86713286713287	0.0
-32.7972027972028	0.0
-32.72727272727273	0.0
-32.65734265734265	0.0
-32.58741258741259	0.0
-32.51748251748252	0.0
-32.44755244755245	0.0
-32.37762237762237	0.0
-32.30769230769231	0.0
-32.23776223776224	0.0
-32.16783216783217	0.0
